user,item,rating
125,9,5.0
126,9,5.0
127,9,5.0
128,9,5.0
129,9,4.0
130,10,5.0
131,10,5.0
132,10,5.0
133,10,5.0
134,10,5.0
135,10,5.0
136,11,5.0
137,11,3.0
138,11,5.0
139,11,5.0
140,11,4.0
141,11,3.0
142,11,5.0
143,11,1.0
144,11,5.0
145,11,4.0
146,11,1.0
147,11,4.0
148,11,5.0
149,11,5.0
150,12,5.0
151,12,1.0
152,12,5.0
77,12,5.0
153,12,5.0
154,12,3.0
155,12,5.0
156,13,5.0
157,13,5.0
158,13,5.0
159,13,4.0
160,13,3.0
161,13,5.0
162,13,5.0
163,13,5.0
164,13,5.0
165,13,4.0
166,13,5.0
135,13,5.0
167,13,5.0
168,13,5.0
169,13,4.0
149,13,5.0
170,14,5.0
171,14,5.0
111,14,5.0
172,14,5.0
173,14,5.0
113,14,5.0
174,15,5.0
175,15,5.0
176,15,5.0
177,15,2.0
178,15,5.0
179,16,5.0
180,16,5.0
181,16,5.0
182,16,4.0
183,16,5.0
184,17,5.0
185,17,5.0
186,17,5.0
187,17,5.0
188,17,5.0
189,17,5.0
190,17,5.0
191,18,4.0
192,18,5.0
193,18,4.0
194,18,5.0
195,18,5.0
196,18,5.0
197,18,5.0
198,18,5.0
188,18,5.0
199,18,4.0
190,18,5.0
200,19,5.0
201,19,5.0
202,19,5.0
203,19,5.0
204,19,5.0
205,19,5.0
206,19,5.0
207,19,5.0
208,19,3.0
209,19,5.0
210,19,5.0
211,19,3.0
212,19,5.0
213,19,2.0
214,20,4.0
215,20,5.0
216,20,3.0
217,20,4.0
218,20,5.0
219,20,4.0
220,20,4.0
221,20,5.0
222,20,4.0
223,20,5.0
224,20,5.0
225,21,5.0
226,21,5.0
227,21,3.0
228,21,4.0
229,21,5.0
22,21,5.0
230,21,5.0
231,21,4.0
232,21,5.0
138,21,5.0
233,21,2.0
13,21,5.0
234,21,4.0
235,22,5.0
236,22,4.0
233,22,5.0
237,22,5.0
238,22,3.0
223,22,3.0
239,22,5.0
240,22,5.0
241,22,4.0
242,22,5.0
243,23,5.0
244,23,5.0
245,23,5.0
246,23,5.0
247,23,5.0
248,24,4.0
249,24,5.0
250,24,5.0
251,24,5.0
252,24,4.0
253,24,5.0
54,24,4.0
55,24,5.0
254,24,5.0
255,24,5.0
256,24,5.0
257,24,5.0
258,24,5.0
259,24,5.0
260,24,5.0
261,24,4.0
262,24,4.0
263,24,5.0
264,24,5.0
265,24,5.0
266,24,5.0
267,24,4.0
268,24,4.0
269,24,5.0
270,24,5.0
271,24,5.0
272,24,5.0
273,24,5.0
274,24,5.0
275,24,5.0
276,24,5.0
277,24,5.0
278,24,5.0
279,24,5.0
280,24,4.0
281,24,4.0
282,24,4.0
283,24,5.0
284,24,5.0
285,24,5.0
286,24,5.0
287,24,5.0
288,24,5.0
289,24,4.0
290,24,2.0
291,24,5.0
292,24,5.0
293,24,5.0
294,24,5.0
295,24,5.0
296,24,5.0
297,24,4.0
298,24,5.0
299,24,5.0
300,24,4.0
301,24,4.0
302,24,5.0
303,24,5.0
304,24,4.0
305,24,5.0
306,24,5.0
307,24,5.0
308,24,5.0
309,24,5.0
310,24,4.0
311,24,5.0
312,25,4.0
313,25,4.0
314,25,5.0
315,25,4.0
316,25,5.0
317,25,5.0
318,25,5.0
319,25,5.0
54,26,5.0
320,26,5.0
321,26,4.0
322,26,5.0
323,26,5.0
324,26,5.0
325,26,5.0
326,26,5.0
327,26,5.0
328,26,3.0
329,26,5.0
319,26,5.0
330,27,4.0
331,27,5.0
332,27,5.0
333,27,5.0
334,27,5.0
335,27,5.0
336,27,5.0
115,27,5.0
337,27,5.0
338,27,5.0
339,27,1.0
340,27,5.0
341,27,5.0
342,27,5.0
343,27,5.0
143,27,1.0
344,27,2.0
345,27,5.0
346,27,5.0
347,27,3.0
348,27,4.0
146,27,2.0
349,27,3.0
350,28,4.0
351,28,5.0
137,28,3.0
352,28,5.0
353,28,5.0
354,28,5.0
143,28,1.0
355,28,5.0
356,28,3.0
357,28,2.0
358,29,4.0
359,29,2.0
360,29,5.0
361,29,5.0
28,29,5.0
362,29,4.0
363,29,5.0
364,29,5.0
365,29,5.0
225,30,5.0
366,30,5.0
367,30,4.0
368,30,4.0
250,30,5.0
369,30,5.0
51,30,5.0
370,30,4.0
53,30,5.0
371,30,4.0
372,30,3.0
373,30,5.0
374,30,5.0
375,30,5.0
376,30,5.0
377,30,4.0
378,30,4.0
379,30,5.0
22,30,5.0
380,30,5.0
381,30,5.0
382,30,5.0
383,30,5.0
384,30,5.0
385,30,5.0
386,30,5.0
278,30,5.0
387,30,5.0
388,30,4.0
389,30,4.0
390,30,5.0
391,30,5.0
392,30,5.0
393,30,5.0
394,30,5.0
395,30,5.0
396,30,5.0
397,30,5.0
398,30,5.0
399,30,5.0
400,30,5.0
293,30,5.0
294,30,5.0
401,30,4.0
402,30,5.0
223,30,4.0
403,30,5.0
404,30,5.0
405,30,5.0
406,30,5.0
407,30,5.0
408,30,5.0
409,30,5.0
297,30,5.0
410,30,5.0
411,30,2.0
412,30,5.0
413,30,5.0
414,30,5.0
415,30,4.0
416,30,5.0
417,30,4.0
418,30,5.0
419,30,5.0
420,30,4.0
421,30,5.0
89,30,4.0
422,30,4.0
423,30,5.0
424,30,5.0
425,30,5.0
426,31,4.0
427,31,5.0
428,31,5.0
157,31,5.0
429,31,5.0
430,31,5.0
431,31,5.0
432,31,5.0
433,31,3.0
434,31,4.0
435,31,5.0
436,31,3.0
437,31,5.0
438,31,5.0
439,31,4.0
440,31,5.0
441,31,4.0
276,31,5.0
442,31,5.0
391,31,5.0
443,31,4.0
444,31,5.0
445,31,5.0
446,31,5.0
447,31,5.0
448,31,4.0
449,31,5.0
79,31,5.0
450,31,5.0
451,31,5.0
402,31,5.0
452,31,5.0
453,31,4.0
454,31,5.0
455,31,4.0
413,31,5.0
135,31,3.0
456,31,5.0
457,31,3.0
458,31,4.0
459,31,4.0
460,31,4.0
461,32,4.0
130,32,5.0
462,32,5.0
463,32,5.0
464,32,5.0
465,32,5.0
466,32,5.0
467,32,5.0
468,32,5.0
469,32,1.0
470,32,3.0
471,32,5.0
111,32,1.0
472,32,5.0
473,32,4.0
474,32,3.0
475,33,5.0
476,33,5.0
477,33,5.0
376,33,5.0
378,33,3.0
478,33,5.0
479,33,5.0
436,33,5.0
480,33,5.0
481,33,5.0
273,33,5.0
482,33,4.0
286,33,4.0
483,33,5.0
78,33,4.0
484,33,5.0
485,33,5.0
486,33,5.0
487,33,5.0
488,33,5.0
489,33,4.0
454,33,5.0
296,33,5.0
490,33,4.0
455,33,4.0
84,33,4.0
491,33,5.0
410,33,5.0
413,33,5.0
414,33,5.0
492,33,5.0
493,33,5.0
494,33,5.0
495,33,5.0
496,33,5.0
497,34,5.0
498,34,5.0
368,34,5.0
499,34,5.0
369,34,5.0
500,34,5.0
501,34,5.0
502,34,5.0
374,34,5.0
503,34,4.0
504,34,5.0
505,34,5.0
506,34,5.0
507,34,5.0
508,34,5.0
509,34,4.0
510,34,5.0
511,34,3.0
512,34,5.0
513,34,4.0
439,34,4.0
66,34,5.0
514,34,5.0
440,34,5.0
515,34,5.0
516,34,5.0
517,34,5.0
279,34,5.0
518,34,4.0
519,34,5.0
520,34,5.0
521,34,4.0
522,34,5.0
220,34,5.0
352,34,5.0
523,34,5.0
524,34,5.0
525,34,5.0
526,34,5.0
527,34,5.0
528,34,4.0
529,34,5.0
530,34,5.0
531,34,5.0
532,34,5.0
533,34,5.0
534,34,5.0
535,34,5.0
536,34,5.0
537,34,5.0
400,34,5.0
538,34,5.0
404,34,5.0
539,34,5.0
540,34,4.0
541,34,5.0
542,34,4.0
412,34,5.0
414,34,5.0
304,34,5.0
543,34,5.0
544,34,5.0
418,34,5.0
545,34,5.0
419,34,5.0
546,34,5.0
547,34,4.0
548,34,5.0
127,34,5.0
549,34,5.0
550,34,5.0
551,34,5.0
552,34,5.0
553,34,5.0
554,34,2.0
555,34,5.0
556,34,5.0
557,34,5.0
558,35,5.0
559,35,5.0
560,35,4.0
561,35,5.0
51,35,5.0
52,35,5.0
562,35,5.0
428,35,4.0
563,35,5.0
564,35,1.0
565,35,4.0
566,35,5.0
567,35,4.0
568,35,4.0
569,35,5.0
61,35,4.0
570,35,5.0
571,35,5.0
572,35,5.0
573,35,5.0
574,35,5.0
575,35,4.0
576,35,5.0
577,35,4.0
578,35,5.0
579,35,5.0
580,35,5.0
581,35,4.0
582,35,4.0
583,35,5.0
584,35,5.0
585,35,4.0
398,35,4.0
79,35,4.0
451,35,5.0
586,35,5.0
538,35,5.0
587,35,5.0
588,35,4.0
589,35,5.0
590,35,2.0
591,35,4.0
592,35,5.0
455,35,4.0
593,35,5.0
594,35,5.0
413,35,5.0
595,35,5.0
596,35,3.0
597,35,5.0
598,35,3.0
599,35,5.0
600,35,5.0
601,35,5.0
308,35,5.0
602,35,5.0
603,36,4.0
604,36,5.0
605,36,5.0
536,36,5.0
606,36,4.0
607,36,4.0
608,36,4.0
609,36,5.0
54,37,5.0
610,37,5.0
611,37,5.0
612,37,5.0
613,37,5.0
614,37,4.0
417,37,4.0
615,38,5.0
616,38,5.0
617,38,5.0
618,38,5.0
124,38,5.0
619,38,5.0
620,38,5.0
621,38,5.0
130,38,5.0
622,38,5.0
130,39,5.0
226,39,5.0
623,39,3.0
624,39,5.0
135,39,5.0
625,39,5.0
626,40,5.0
627,40,5.0
564,40,1.0
628,40,5.0
56,40,5.0
629,40,4.0
630,40,5.0
568,40,5.0
631,40,5.0
632,40,3.0
266,40,5.0
633,40,5.0
634,40,5.0
635,40,5.0
636,40,4.0
637,40,4.0
638,40,5.0
639,40,3.0
640,40,5.0
526,40,5.0
641,40,5.0
642,40,1.0
586,40,5.0
643,40,5.0
644,40,5.0
403,40,5.0
645,40,5.0
408,40,5.0
646,40,4.0
647,40,5.0
413,40,5.0
648,40,4.0
649,40,5.0
650,40,5.0
651,40,4.0
652,40,5.0
653,40,5.0
654,40,5.0
655,41,5.0
656,41,4.0
657,41,5.0
249,41,5.0
499,41,5.0
51,41,5.0
658,41,5.0
54,41,5.0
659,41,5.0
377,41,4.0
194,41,5.0
660,41,4.0
661,41,4.0
662,41,4.0
260,41,4.0
663,41,5.0
664,41,5.0
665,41,5.0
666,41,4.0
667,41,5.0
668,41,3.0
669,41,5.0
670,41,5.0
216,41,5.0
671,41,5.0
672,41,5.0
514,41,5.0
270,41,5.0
673,41,3.0
275,41,5.0
386,41,5.0
674,41,5.0
675,41,5.0
676,41,5.0
677,41,4.0
678,41,5.0
679,41,5.0
680,41,5.0
282,41,4.0
681,41,4.0
532,41,5.0
682,41,5.0
485,41,5.0
398,41,5.0
683,41,4.0
684,41,5.0
685,41,5.0
293,41,5.0
686,41,5.0
687,41,5.0
688,41,5.0
689,41,5.0
539,41,5.0
296,41,4.0
84,41,5.0
690,41,5.0
594,41,5.0
691,41,4.0
692,41,5.0
493,41,5.0
418,41,5.0
651,41,5.0
693,41,5.0
694,41,4.0
89,41,4.0
695,41,5.0
696,41,5.0
697,41,4.0
698,41,5.0
654,41,5.0
699,41,5.0
700,41,5.0
701,41,5.0
702,42,5.0
703,42,5.0
185,42,5.0
704,42,5.0
705,42,5.0
706,42,5.0
707,42,4.0
708,42,5.0
709,42,5.0
710,42,5.0
152,42,5.0
711,42,5.0
44,42,5.0
712,42,5.0
468,42,5.0
713,42,5.0
714,42,5.0
715,42,4.0
527,42,5.0
716,42,4.0
717,42,4.0
718,42,5.0
719,42,5.0
720,42,5.0
721,42,5.0
722,42,5.0
723,42,5.0
724,43,3.0
502,43,5.0
337,43,5.0
138,43,5.0
725,43,3.0
726,43,5.0
141,43,4.0
727,43,5.0
728,43,3.0
729,43,5.0
344,43,3.0
730,43,2.0
731,43,4.0
732,44,4.0
733,44,1.0
734,44,5.0
254,44,5.0
735,44,5.0
736,44,5.0
737,44,5.0
478,44,1.0
706,44,5.0
738,44,4.0
739,44,5.0
740,44,5.0
741,44,5.0
742,44,5.0
160,44,5.0
743,44,5.0
744,44,5.0
745,44,5.0
746,44,2.0
747,44,5.0
748,44,4.0
749,44,4.0
750,44,2.0
751,44,5.0
752,44,5.0
14,44,4.0
753,44,5.0
754,44,5.0
755,44,5.0
756,44,4.0
757,44,4.0
758,44,5.0
759,44,5.0
760,44,4.0
761,45,5.0
762,45,4.0
763,45,5.0
764,45,5.0
51,45,5.0
765,45,5.0
766,45,5.0
767,45,4.0
768,45,4.0
769,45,3.0
770,45,5.0
735,45,5.0
771,45,5.0
772,45,5.0
255,45,5.0
773,45,5.0
774,45,5.0
775,45,5.0
776,45,4.0
777,45,4.0
778,45,5.0
779,45,5.0
780,45,5.0
781,45,5.0
478,45,5.0
260,45,5.0
782,45,5.0
261,45,4.0
783,45,5.0
22,45,5.0
433,45,4.0
784,45,5.0
785,45,5.0
204,45,5.0
786,45,5.0
787,45,5.0
570,45,5.0
788,45,5.0
789,45,4.0
23,45,5.0
65,45,5.0
790,45,5.0
791,45,5.0
161,45,5.0
792,45,4.0
793,45,5.0
794,45,5.0
275,45,4.0
795,45,5.0
796,45,5.0
797,45,5.0
798,45,5.0
799,45,5.0
800,45,4.0
801,45,5.0
802,45,3.0
803,45,5.0
575,45,4.0
804,45,5.0
120,45,5.0
805,45,4.0
806,45,5.0
807,45,3.0
808,45,5.0
809,45,5.0
810,45,4.0
527,45,5.0
680,45,4.0
221,45,4.0
75,45,4.0
811,45,5.0
443,45,5.0
286,45,4.0
13,45,5.0
812,45,5.0
813,45,5.0
444,45,5.0
395,45,5.0
814,45,4.0
582,45,5.0
583,45,5.0
815,45,4.0
816,45,5.0
817,45,5.0
818,45,4.0
819,45,5.0
820,45,5.0
821,45,5.0
717,45,5.0
822,45,4.0
399,45,5.0
823,45,5.0
79,45,5.0
824,45,5.0
825,45,5.0
292,45,5.0
826,45,5.0
827,45,5.0
828,45,5.0
829,45,5.0
830,45,5.0
84,45,5.0
831,45,5.0
832,45,5.0
833,45,5.0
834,45,5.0
835,45,5.0
135,45,4.0
836,45,5.0
621,45,5.0
837,45,5.0
838,45,3.0
839,45,4.0
840,45,5.0
841,45,5.0
842,45,5.0
843,45,4.0
844,45,5.0
845,45,5.0
547,45,5.0
548,45,5.0
846,45,5.0
305,45,5.0
847,45,5.0
694,45,4.0
848,45,4.0
849,45,5.0
850,45,5.0
851,45,5.0
852,45,3.0
853,45,5.0
854,45,5.0
309,45,5.0
855,45,5.0
856,45,5.0
700,45,5.0
857,45,5.0
310,45,4.0
149,45,5.0
858,45,5.0
859,45,4.0
860,46,2.0
861,46,5.0
337,46,5.0
230,46,5.0
237,46,5.0
862,47,5.0
863,47,5.0
864,47,2.0
753,47,5.0
865,47,5.0
866,48,3.0
867,48,5.0
706,48,5.0
868,48,5.0
869,48,5.0
870,48,5.0
871,48,5.0
872,48,5.0
873,48,4.0
874,48,4.0
875,48,5.0
876,48,5.0
428,49,4.0
877,49,4.0
878,49,3.0
879,49,4.0
880,49,3.0
881,49,5.0
882,49,4.0
883,49,5.0
884,49,3.0
885,49,3.0
886,49,3.0
376,49,4.0
887,49,5.0
888,49,4.0
706,49,4.0
889,49,5.0
890,49,5.0
891,49,3.0
892,49,2.0
893,49,4.0
894,49,3.0
895,49,4.0
438,49,3.0
896,49,5.0
897,49,2.0
898,49,4.0
899,49,4.0
900,49,2.0
901,49,5.0
902,49,4.0
903,49,4.0
904,49,2.0
905,49,3.0
906,49,2.0
907,49,5.0
908,49,5.0
909,49,3.0
910,49,4.0
911,49,4.0
912,49,4.0
755,49,5.0
913,49,3.0
914,49,4.0
915,49,4.0
916,49,3.0
917,49,4.0
918,49,4.0
919,49,4.0
241,49,4.0
89,49,5.0
920,49,4.0
873,49,4.0
921,49,4.0
922,49,3.0
923,49,4.0
700,49,3.0
924,49,4.0
925,50,5.0
926,50,4.0
927,50,5.0
928,50,5.0
929,50,4.0
930,50,5.0
204,50,5.0
931,50,5.0
206,50,5.0
932,50,4.0
933,50,5.0
187,50,3.0
934,50,5.0
935,50,5.0
904,50,5.0
936,50,5.0
937,50,4.0
938,50,4.0
939,50,5.0
940,50,5.0
941,50,5.0
942,50,4.0
943,50,5.0
944,50,5.0
945,50,3.0
212,50,5.0
946,51,4.0
947,51,5.0
948,51,5.0
949,51,3.0
950,51,1.0
186,51,5.0
951,51,5.0
326,51,4.0
952,51,5.0
953,51,4.0
954,51,1.0
955,52,3.0
956,52,5.0
957,52,5.0
958,52,5.0
959,52,5.0
736,52,5.0
960,52,5.0
706,52,5.0
961,52,5.0
962,52,5.0
963,52,5.0
744,52,5.0
745,52,5.0
964,52,4.0
468,52,5.0
442,52,5.0
965,52,4.0
966,52,3.0
806,52,4.0
967,52,4.0
968,52,5.0
969,52,5.0
14,52,5.0
970,52,4.0
684,52,4.0
971,52,5.0
972,52,5.0
754,52,5.0
973,52,5.0
974,52,5.0
349,52,5.0
975,53,5.0
976,53,4.0
338,53,5.0
977,53,5.0
978,53,5.0
979,53,5.0
14,53,5.0
980,53,5.0
981,53,4.0
982,53,5.0
983,53,4.0
984,53,4.0
985,53,2.0
213,53,3.0
986,54,3.0
987,54,5.0
988,54,5.0
969,54,5.0
100,54,5.0
14,54,4.0
15,54,4.0
989,54,5.0
990,54,4.0
991,55,5.0
992,55,4.0
993,55,5.0
994,55,5.0
995,55,5.0
886,56,1.0
19,56,5.0
203,56,5.0
996,56,5.0
997,56,5.0
998,56,5.0
999,56,5.0
1000,57,5.0
1001,57,4.0
1002,57,5.0
1003,57,4.0
1004,57,4.0
180,57,5.0
1005,57,4.0
1006,57,5.0
100,57,5.0
1007,57,4.0
838,57,4.0
1008,57,4.0
1009,58,5.0
1010,58,5.0
1011,58,4.0
502,58,5.0
617,58,5.0
373,58,5.0
1012,58,5.0
228,58,4.0
1013,58,5.0
337,58,5.0
707,58,4.0
1014,58,5.0
206,58,5.0
236,58,5.0
1015,58,5.0
1016,58,5.0
1017,58,5.0
1018,58,4.0
1019,58,4.0
978,58,5.0
1020,58,5.0
1021,58,4.0
1022,58,5.0
1023,58,5.0
14,58,5.0
1024,58,5.0
1025,58,4.0
1026,58,5.0
1027,58,5.0
1028,58,5.0
1029,58,3.0
1030,58,5.0
1031,58,5.0
404,58,5.0
1032,58,5.0
1033,58,5.0
1034,58,4.0
1035,59,5.0
1036,59,5.0
1037,59,5.0
1038,59,5.0
1039,59,4.0
215,59,5.0
1040,59,5.0
1041,59,3.0
736,59,5.0
1042,59,4.0
1043,59,5.0
1044,59,5.0
1045,59,5.0
1046,59,5.0
1047,59,5.0
1048,59,5.0
193,59,5.0
1049,59,5.0
1050,59,5.0
1051,60,5.0
1052,60,5.0
1053,60,5.0
92,60,5.0
1054,60,5.0
706,61,5.0
1055,61,3.0
197,61,1.0
1056,61,5.0
556,61,4.0
1057,62,4.0
950,62,5.0
1058,62,5.0
1059,62,5.0
1060,62,1.0
1061,62,4.0
857,62,3.0
1062,63,2.0
1063,63,5.0
1064,63,5.0
1065,63,5.0
1066,63,3.0
1067,63,3.0
1068,63,5.0
1069,63,4.0
1070,63,5.0
1071,63,4.0
915,63,4.0
182,63,5.0
1072,64,5.0
1011,64,5.0
886,64,3.0
55,64,5.0
19,64,5.0
1073,64,5.0
9,64,5.0
480,64,5.0
997,64,5.0
1074,64,5.0
1075,64,5.0
1076,64,5.0
999,64,5.0
346,64,5.0
213,64,3.0
1077,65,4.0
1078,65,1.0
1079,65,3.0
1080,65,5.0
1081,65,5.0
1082,65,5.0
581,65,5.0
1083,65,5.0
1084,65,5.0
1085,65,4.0
1086,66,4.0
1087,66,4.0
1088,66,5.0
104,66,5.0
1089,66,5.0
1090,67,4.0
1091,67,4.0
1092,67,5.0
1093,67,5.0
1094,67,3.0
1095,67,3.0
214,67,3.0
1096,67,3.0
1097,67,2.0
61,67,3.0
264,67,3.0
670,67,4.0
1098,67,5.0
1099,67,4.0
1055,67,5.0
573,67,4.0
386,67,4.0
674,67,2.0
1100,67,4.0
1101,67,4.0
1102,67,5.0
1103,67,3.0
1104,67,2.0
677,67,4.0
1105,67,1.0
808,67,2.0
1106,67,4.0
1107,67,4.0
1108,67,4.0
1109,67,4.0
246,67,3.0
403,67,3.0
589,67,5.0
1110,67,2.0
1111,67,4.0
690,67,2.0
648,67,4.0
1112,67,4.0
1113,67,4.0
598,67,4.0
1114,67,4.0
329,67,4.0
1115,67,3.0
695,67,5.0
1116,67,4.0
1117,67,3.0
654,67,2.0
1118,67,4.0
425,67,4.0
1119,67,4.0
159,68,4.0
1120,68,5.0
1121,68,2.0
268,68,5.0
1122,68,3.0
1123,68,5.0
1124,68,4.0
346,68,4.0
1125,68,5.0
1034,68,2.0
1126,68,4.0
1127,68,4.0
371,69,4.0
1128,69,1.0
340,69,5.0
1129,69,5.0
1130,69,5.0
196,69,5.0
1131,69,5.0
1132,69,3.0
1133,69,4.0
1134,69,5.0
1135,69,5.0
174,70,5.0
1136,70,5.0
1137,70,4.0
1138,70,5.0
991,70,4.0
1139,70,5.0
226,70,5.0
1140,70,4.0
51,70,5.0
1141,70,4.0
253,70,5.0
373,70,5.0
1142,70,5.0
504,70,4.0
1143,70,5.0
1144,70,4.0
1145,70,5.0
611,70,3.0
567,70,4.0
1146,70,5.0
1147,70,5.0
380,70,5.0
434,70,5.0
62,70,5.0
949,70,4.0
1148,70,5.0
1149,70,5.0
1150,70,5.0
708,70,5.0
1151,70,5.0
961,70,5.0
439,70,5.0
1152,70,5.0
1153,70,4.0
273,70,4.0
1154,70,5.0
217,70,5.0
1155,70,5.0
278,70,5.0
1156,70,5.0
1157,70,5.0
575,70,4.0
1158,70,4.0
640,70,5.0
1159,70,5.0
1160,70,5.0
1161,70,4.0
1162,70,5.0
391,70,5.0
283,70,5.0
1163,70,5.0
1164,70,5.0
1165,70,4.0
1166,70,5.0
1167,70,4.0
1168,70,5.0
451,70,5.0
1169,70,5.0
686,70,4.0
687,70,5.0
590,70,5.0
1170,70,5.0
1171,70,5.0
1110,70,4.0
1172,70,5.0
1173,70,5.0
299,70,5.0
1174,70,5.0
412,70,5.0
1175,70,5.0
1176,70,5.0
1177,70,5.0
1178,70,5.0
86,70,4.0
1179,70,5.0
600,70,5.0
1180,70,5.0
1181,70,5.0
1182,70,4.0
426,71,4.0
1183,71,5.0
250,71,5.0
1184,71,4.0
1185,71,4.0
1095,71,5.0
1186,71,5.0
157,71,5.0
374,71,5.0
1187,71,4.0
378,71,3.0
1188,71,5.0
1144,71,5.0
1189,71,4.0
479,71,5.0
1147,71,5.0
1190,71,5.0
1191,71,5.0
1192,71,5.0
568,71,4.0
262,71,5.0
949,71,4.0
1193,71,5.0
1194,71,4.0
437,71,5.0
572,71,5.0
961,71,5.0
512,71,5.0
276,71,5.0
1195,71,5.0
278,71,5.0
518,71,4.0
806,71,5.0
1069,71,5.0
1196,71,5.0
282,71,4.0
1197,71,5.0
1198,71,5.0
445,71,5.0
1199,71,5.0
1200,71,5.0
1201,71,5.0
1202,71,4.0
1203,71,4.0
1204,71,5.0
585,71,5.0
1205,71,5.0
402,71,5.0
587,71,5.0
1206,71,4.0
1207,71,5.0
403,71,5.0
1208,71,5.0
490,71,4.0
592,71,5.0
455,71,4.0
1209,71,5.0
542,71,5.0
412,71,5.0
413,71,5.0
1210,71,5.0
494,71,5.0
420,71,5.0
457,71,4.0
601,71,5.0
853,71,5.0
602,71,5.0
995,71,5.0
167,71,5.0
1211,72,4.0
253,72,4.0
626,72,4.0
1212,72,4.0
372,72,4.0
1213,72,5.0
659,72,4.0
505,72,4.0
564,72,1.0
258,72,3.0
1214,72,5.0
1215,72,4.0
565,72,3.0
1146,72,4.0
1216,72,5.0
1217,72,4.0
64,72,4.0
1218,72,4.0
266,72,5.0
43,72,4.0
268,72,4.0
1099,72,4.0
117,72,3.0
1219,72,4.0
1220,72,4.0
1156,72,5.0
678,72,4.0
580,72,5.0
1221,72,5.0
1222,72,5.0
221,72,4.0
1223,72,5.0
1224,72,3.0
1225,72,4.0
286,72,5.0
1226,72,5.0
1227,72,5.0
1228,72,5.0
1229,72,5.0
1203,72,4.0
642,72,1.0
643,72,5.0
294,72,5.0
826,72,2.0
1230,72,4.0
688,72,5.0
1231,72,5.0
1232,72,4.0
455,72,4.0
1233,72,5.0
416,72,5.0
304,72,4.0
649,72,4.0
693,72,5.0
89,72,5.0
457,72,4.0
473,72,4.0
1234,72,4.0
654,72,4.0
1235,72,5.0
1236,72,4.0
1237,73,5.0
1238,73,5.0
627,73,5.0
1042,73,5.0
1049,73,5.0
1239,73,3.0
1240,73,4.0
1241,73,5.0
160,73,5.0
1242,73,4.0
864,73,4.0
484,73,5.0
1243,73,5.0
1244,73,3.0
1245,73,3.0
1246,73,3.0
416,73,5.0
847,73,3.0
1115,73,5.0
1247,73,4.0
1248,73,4.0
1249,73,5.0
1063,74,4.0
1250,74,5.0
23,74,4.0
1251,74,5.0
469,74,1.0
729,74,5.0
1252,75,5.0
1251,75,5.0
1253,75,5.0
469,75,1.0
1254,75,5.0
111,75,2.0
1255,76,5.0
1256,76,5.0
1257,76,1.0
1258,76,5.0
469,76,1.0
1259,76,5.0
1260,76,4.0
1261,76,5.0
1262,76,5.0
1263,77,3.0
1264,77,5.0
1265,77,5.0
674,77,5.0
1266,77,3.0
1267,77,5.0
591,77,5.0
415,77,4.0
1268,78,5.0
1269,78,4.0
559,78,4.0
1270,78,5.0
947,78,5.0
1271,78,4.0
1272,78,5.0
746,78,5.0
1273,78,5.0
443,78,5.0
1274,78,4.0
1275,78,5.0
729,78,5.0
1276,78,5.0
1277,78,5.0
552,78,4.0
1278,79,5.0
373,79,5.0
738,79,3.0
519,79,5.0
1267,79,5.0
